type,x,y,timestamp,button,pressed,dx,dy
move,591,250,1722787067.2330983,,,,
move,594,250,1722787067.2416074,,,,
move,597,255,1722787067.2496212,,,,
move,598,257,1722787067.2571492,,,,
move,600,261,1722787067.265862,,,,
move,603,267,1722787067.2738283,,,,
move,605,273,1722787067.281344,,,,
move,605,275,1722787067.2898538,,,,
move,605,280,1722787067.29787,,,,
move,602,286,1722787067.321428,,,,
move,595,292,1722787067.3224397,,,,
move,590,293,1722787067.32944,,,,
move,585,293,1722787067.3369718,,,,
move,581,293,1722787067.345501,,,,
move,579,292,1722787067.3535633,,,,
move,577,288,1722787067.3616288,,,,
move,577,285,1722787067.369586,,,,
move,577,280,1722787067.3771136,,,,
move,577,272,1722787067.396159,,,,
move,578,264,1722787067.396159,,,,
move,581,256,1722787067.4016767,,,,
move,583,255,1722787067.409753,,,,
move,589,254,1722787067.425942,,,,
move,595,254,1722787067.433319,,,,
move,601,257,1722787067.441838,,,,
move,606,262,1722787067.4498506,,,,
move,611,269,1722787067.4570737,,,,
move,614,278,1722787067.4655347,,,,
move,615,287,1722787067.4850929,,,,
move,616,294,1722787067.4860969,,,,
move,616,302,1722787067.4896033,,,,
move,614,310,1722787067.4976196,,,,
move,610,317,1722787067.5057373,,,,
move,606,320,1722787067.513768,,,,
move,603,321,1722787067.521072,,,,
move,599,320,1722787067.5295818,,,,
move,595,317,1722787067.537589,,,,
move,591,310,1722787067.5451095,,,,
move,583,292,1722787067.5536356,,,,
move,576,272,1722787067.561663,,,,
move,571,253,1722787067.569679,,,,
move,567,242,1722787067.5915184,,,,
move,565,231,1722787067.5915184,,,,
move,564,223,1722787067.5935197,,,,
move,565,223,1722787067.6020403,,,,
move,569,225,1722787067.609549,,,,
move,571,228,1722787067.6174674,,,,
move,577,235,1722787067.6256092,,,,
move,582,244,1722787067.6336422,,,,
move,587,254,1722787067.6411645,,,,
move,593,264,1722787067.649765,,,,
move,598,275,1722787067.6577098,,,,
move,603,287,1722787067.6658847,,,,
move,605,297,1722787067.673391,,,,
move,606,305,1722787067.6815114,,,,
move,606,310,1722787067.703541,,,,
move,605,313,1722787067.704548,,,,
move,602,313,1722787067.7055411,,,,
move,598,313,1722787067.7138736,,,,
move,596,311,1722787067.721131,,,,
move,594,308,1722787067.7297058,,,,
move,588,301,1722787067.7376473,,,,
move,576,283,1722787067.7451313,,,,
move,564,266,1722787067.7537014,,,,
move,554,252,1722787067.7617328,,,,
move,548,244,1722787067.769776,,,,
move,542,234,1722787067.7868023,,,,
move,542,233,1722787067.7878032,,,,
move,542,233,1722787067.7938662,,,,
move,544,235,1722787067.8011096,,,,
move,551,240,1722787067.8096938,,,,
move,559,247,1722787067.8177376,,,,
move,568,255,1722787067.8252583,,,,
move,576,263,1722787067.8337426,,,,
move,583,272,1722787067.8411732,,,,
move,588,281,1722787067.8497143,,,,
move,591,289,1722787067.8696625,,,,
move,591,291,1722787067.8707418,,,,
move,591,293,1722787067.8737369,,,,
move,590,294,1722787067.8814635,,,,
move,587,294,1722787067.889471,,,,
