Timestamp	HR	SDNN	RMSSD
1723046743.0	80	12.6864	18.0382
1723046764.0	84	12.6591	17.9943
1723046779.0	79	12.6212	17.9460
1723046780.0	79	12.6248	17.9250
1723046828.0	82	12.8521	18.2357
1723046829.0	86	12.8549	18.5377
1723046835.0	82	12.8329	18.4870
1723046837.0	79	12.8293	18.4354
1723046856.0	76	12.7974	18.4274
1723046884.0	81	12.8032	18.3868
1723046885.0	81	12.8057	18.4478
1723046899.0	76	12.7692	18.4213
1723046901.0	73	12.7659	18.3911
1723046905.0	76	12.7524	18.3397
1723046913.0	79	12.7248	18.2906
1723046939.0	81	12.7205	18.2890
1723046941.0	82	12.7170	18.3256
1723046943.0	82	12.7132	18.2749
